form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,analysed_phon_form,paradigm_tag,morphanalysis_tag,overabundance_tag,order_tag,source,page,language_id
monsang194,ne,1.pl.excl.3.sg.nfut.aff,kín-n̥é-náʔ,kínΣnáʔ,k i ⁵ n Σ n a ⁵ ʔ,kín+Σ+náʔ,k i ⁵ n + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang195,ka:,1.pl.excl.3.pl.nfut.aff,kíŋ-káː-náː-hè,kíŋΣnááhè,k i ⁵ ŋ Σ n aa ⁵ h e ¹,kíŋ+Σ+náá+hè,k i ⁵ ŋ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang196,mu,1.pl.excl.3.pl.nfut.aff,kím-m̥ú-náː-hè,kímΣnááhè,k i ⁵ m Σ n aa ⁵ h e ¹,kím+Σ+náá+hè,k i ⁵ m + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang197,mu,1.pl.incl.3.pl.nfut.aff,ì-m̥ù-náː-hè,ìΣnááhè,i ¹ Σ n aa ⁵ h e ¹,ì+Σ+náá+hè,i ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang198,ne,1.pl.excl.3.pl.nfut.aff,kín-n̥é-náː-hè,kínΣnááhè,k i ⁵ n Σ n aa ⁵ h e ¹,kín+Σ+náá+hè,k i ⁵ n + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang199,si,2.sg.nfut.aff,sí-né-tʃɘ̀,Σnétʃɘ̀,Σ n e ⁵ tʃ ɘ ¹,Σ+né+tʃɘ̀,Σ + n e ⁵ + tʃ ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang200,si,2.pl.nfut.aff,sí-né-tʃ-ʷù,Σnétʃʷù,Σ n e ⁵ tʃ ʉ ¹,Σ+né+tʃ+ʷù,Σ + n e ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang201,ka:,2.sg.1.sg.nfut.aff,ŋ̩̀-káː-náː-tʃɘ̀,ŋ̩̀Σnáátʃɘ̀,ŋ ¹ Σ n aa ⁵ tʃ ɘ ¹,ŋ̩̀+Σ+náá+tʃɘ̀,ŋ ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang202,mu,2.sg.1.sg.nfut.aff,m̩̀-m̥ú-náː-tʃɘ̀,m̩̀Σnáátʃɘ̀,m̩ ¹ Σ n aa ⁵ tʃ ɘ ¹,m̩̀+Σ+náá+tʃɘ̀,m̩ ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang203,ne,2.sg.1.sg.nfut.aff,ǹ̩-n̥é-náː-tʃɘ̀,ǹ̩Σnáátʃɘ̀,n ¹ Σ n aa ⁵ tʃ ɘ ¹,ǹ̩+Σ+náá+tʃɘ̀,n ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang204,ka:,2.sg.1.pl.excl.nfut.aff,ŋ̩̀-káː-náː-tʃ-ʷù,ŋ̩̀Σnáátʃʷù,ŋ ¹ Σ n aa ⁵ tʃ ʉ ¹,ŋ̩̀+Σ+náá+tʃ+ʷù,ŋ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang205,ka:,2.sg.1.pl.excl.nfut.aff,ŋ̩̀-káː-náː-tʃɘ̀,ŋ̩̀Σnáátʃɘ̀,ŋ ¹ Σ n aa ⁵ tʃ ɘ ¹,ŋ̩̀+Σ+náá+tʃɘ̀,ŋ ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,,,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang206,mu,2.sg.1.pl.excl.nfut.aff,m̩̀-m̥ú-náː-tʃ-ʷù,m̩̀Σnáátʃʷù,m̩ ¹ Σ n aa ⁵ tʃ ʉ ¹,m̩̀+Σ+náá+tʃ+ʷù,m̩ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang207,mu,2.sg.1.pl.excl.nfut.aff,m̩̀-m̥ú-náː-tʃɘ̀,m̩̀Σnáátʃɘ̀,m̩ ¹ Σ n aa ⁵ tʃ ɘ ¹,m̩̀+Σ+náá+tʃɘ̀,m̩ ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang208,ne,2.sg.1.pl.excl.nfut.aff,ǹ̩-n̥é-náː-tʃ-ʷù,ǹ̩Σnáátʃʷù,n ¹ Σ n aa ⁵ tʃ ʉ ¹,ǹ̩+Σ+náá+tʃ+ʷù,n ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang209,ne,2.sg.1.pl.excl.nfut.aff,ǹ̩-n̥é-náː-tʃɘ̀,ǹ̩Σnáátʃɘ̀,n ¹ Σ n aa ⁵ tʃ ɘ ¹,ǹ̩+Σ+náá+tʃɘ̀,n ¹ + Σ + n aa ⁵ + tʃ ɘ ¹,,morphophon,optional_plural,,Konnerth2025Monsang,nopage,monsang
monsang210,ka:,2.pl.1.sg.nfut.aff,ŋ̩̀-káː-náː-tʃ-ʷù,ŋ̩̀Σnáátʃʷù,ŋ ¹ Σ n aa ⁵ tʃ ʉ ¹,ŋ̩̀+Σ+náá+tʃ+ʷù,ŋ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang211,mu,2.pl.1.sg.nfut.aff,m̩̀-m̥ú-náː-tʃ-ʷù,m̩̀Σnáátʃʷù,m̩ ¹ Σ n aa ⁵ tʃ ʉ ¹,m̩̀+Σ+náá+tʃ+ʷù,m̩ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang212,ne,2.pl.1.sg.nfut.aff,ǹ̩-n̥é-náː-tʃ-ʷù,ǹ̩Σnáátʃʷù,n ¹ Σ n aa ⁵ tʃ ʉ ¹,ǹ̩+Σ+náá+tʃ+ʷù,n ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang213,ka:,2.pl.1.pl.excl.nfut.aff,ŋ̩̀-káː-náː-tʃ-ʷù,ŋ̩̀Σnáátʃʷù,ŋ ¹ Σ n aa ⁵ tʃ ʉ ¹,ŋ̩̀+Σ+náá+tʃ+ʷù,ŋ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang214,mu,2.pl.1.pl.excl.nfut.aff,m̩̀-m̥ú-náː-tʃ-ʷù,m̩̀Σnáátʃʷù,m̩ ¹ Σ n aa ⁵ tʃ ʉ ¹,m̩̀+Σ+náá+tʃ+ʷù,m̩ ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang215,ne,2.pl.1.pl.excl.nfut.aff,ǹ̩-n̥é-náː-tʃ-ʷù,ǹ̩Σnáátʃʷù,n ¹ Σ n aa ⁵ tʃ ʉ ¹,ǹ̩+Σ+náá+tʃ+ʷù,n ¹ + Σ + n aa ⁵ + tʃ + ʉ ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang216,mu,2.sg.3.sg.nfut.aff,ná-m̥ú-náʔ,náΣnáʔ,n a ⁵ Σ n a ⁵ ʔ,ná+Σ+náʔ,n a ⁵ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang217,mu,2.sg.3.pl.nfut.aff,ná-m̥ú-náː-hè,náΣnááhè,n a ⁵ Σ n aa ⁵ h e ¹,ná+Σ+náá+hè,n a ⁵ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang218,ka:,2.pl.3.sg.nfut.aff,níŋ-káː-náʔ,níŋΣnáʔ,n i ⁵ ŋ Σ n a ⁵ ʔ,níŋ+Σ+náʔ,n i ⁵ ŋ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang219,ka:,2.pl.3.pl.nfut.aff,níŋ-káː-náː-hè,níŋΣnááhè,n i ⁵ ŋ Σ n aa ⁵ h e ¹,níŋ+Σ+náá+hè,n i ⁵ ŋ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang220,kar,3.sg.nfut.aff,kàr-né,Σné,Σ n e ⁵,Σ+né,Σ + n e ⁵,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
monsang221,si,3.sg.nfut.aff,sí-nè,Σnè,Σ n e ¹,Σ+nè,Σ + n e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang222,kar,3.pl.nfut.aff,kàr-né-hè,Σnéhè,Σ n e ⁵ h e ¹,Σ+né+hè,Σ + n e ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang223,si,3.pl.nfut.aff,sí-hé-né,Σhéné,Σ h e ⁵ n e ⁵,Σ+hé+né,Σ + h e ⁵ + n e ⁵,,,,variable_order,Konnerth2025Monsang,nopage,monsang
monsang224,ka:,3.sg.1.sg.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,ŋ ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang225,mu,3.sg.1.sg.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,m̩ ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang226,ne,3.sg.1.sg.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,n ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang227,ka:,3.sg.1.pl.excl.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,ŋ ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang228,ka:,3.sg.1.pl.incl.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,ŋ ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang229,mu,3.sg.1.pl.excl.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,m̩ ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang230,mu,3.sg.1.pl.incl.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,m̩ ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang231,ne,3.sg.1.pl.excl.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,n ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang232,ne,3.sg.1.pl.incl.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,n ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang233,ka:,3.pl.1.sg.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,ŋ ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang234,mu,3.pl.1.sg.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,m̩ ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang235,ne,3.pl.1.sg.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,n ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang236,ka:,3.pl.1.pl.excl.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,ŋ ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang237,ka:,3.pl.1.pl.incl.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,ŋ ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang238,mu,3.pl.1.pl.excl.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,m̩ ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang239,mu,3.pl.1.pl.incl.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,m̩ ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang240,ne,3.pl.1.pl.excl.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,n ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang241,ne,3.pl.1.pl.incl.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,n ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang242,ka:,3.sg.2.sg.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,ŋ ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang243,mu,3.sg.2.sg.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,m̩ ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang244,ne,3.sg.2.sg.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,n ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang245,ka:,3.sg.2.pl.nfut.aff,ŋ̩̀-káː-náʔ,ŋ̩̀Σnáʔ,ŋ ¹ Σ n a ⁵ ʔ,ŋ̩̀+Σ+náʔ,ŋ ¹ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang246,mu,3.sg.2.pl.nfut.aff,m̩̀-m̥ú-náʔ,m̩̀Σnáʔ,m̩ ¹ Σ n a ⁵ ʔ,m̩̀+Σ+náʔ,m̩ ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang247,ne,3.sg.2.pl.nfut.aff,ǹ̩-n̥é-náʔ,ǹ̩Σnáʔ,n ¹ Σ n a ⁵ ʔ,ǹ̩+Σ+náʔ,n ¹ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang248,ka:,3.pl.2.sg.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,ŋ ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang249,mu,3.pl.2.sg.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,m̩ ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang250,ne,3.pl.2.sg.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,n ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang251,ka:,3.pl.2.pl.nfut.aff,ŋ̩̀-káː-náː-hè,ŋ̩̀Σnááhè,ŋ ¹ Σ n aa ⁵ h e ¹,ŋ̩̀+Σ+náá+hè,ŋ ¹ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang252,mu,3.pl.2.pl.nfut.aff,m̩̀-m̥ú-náː-hè,m̩̀Σnááhè,m̩ ¹ Σ n aa ⁵ h e ¹,m̩̀+Σ+náá+hè,m̩ ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang253,ne,3.pl.2.pl.nfut.aff,ǹ̩-n̥é-náː-hè,ǹ̩Σnááhè,n ¹ Σ n aa ⁵ h e ¹,ǹ̩+Σ+náá+hè,n ¹ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang254,mu,3.sg.3.sg.nfut.aff,á-m̥ú-náʔ,áΣnáʔ,a ⁵ Σ n a ⁵ ʔ,á+Σ+náʔ,a ⁵ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang255,mu,3.sg.3.pl.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,a ⁵ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang256,ka:,3.pl.3.sg.nfut.aff,ŋ̩́-káː-náʔ,ŋ̩́Σnáʔ,ŋ ⁵ Σ n a ⁵ ʔ,ŋ̩́+Σ+náʔ,ŋ ⁵ + Σ + n a ⁵ ʔ,default,,,,Konnerth2025Monsang,nopage,monsang
monsang257,mu,3.pl.3.sg.nfut.aff,ḿ̩-m̥ú-náʔ,ḿ̩Σnáʔ,m̩ ⁵ Σ n a ⁵ ʔ,ḿ̩+Σ+náʔ,m̩ ⁵ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang258,mu,3.pl.3.sg.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,a ⁵ + Σ + n aa ⁵ + h e ¹,pragm_marked,,,,Konnerth2025Monsang,nopage,monsang
monsang259,ne,3.pl.3.sg.nfut.aff,ń̩-n̥é-náʔ,ń̩Σnáʔ,n̩ ⁵ Σ n a ⁵ ʔ,ń̩+Σ+náʔ,n̩ ⁵ + Σ + n a ⁵ ʔ,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang260,ka:,3.pl.3.pl.nfut.aff,ŋ̩́-káː-náː-hè,ŋ̩́Σnááhè,ŋ ⁵ Σ n aa ⁵ h e ¹,ŋ̩́+Σ+náá+hè,ŋ ⁵ + Σ + n aa ⁵ + h e ¹,default,,,,Konnerth2025Monsang,nopage,monsang
monsang261,mu,3.pl.3.pl.nfut.aff,ḿ̩-m̥ú-náː-hè,ḿ̩Σnááhè,m̩ ⁵ Σ n aa ⁵ h e ¹,ḿ̩+Σ+náá+hè,m̩ ⁵ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang262,mu,3.pl.3.pl.nfut.aff,á-m̥ú-náː-hè,áΣnááhè,a ⁵ Σ n aa ⁵ h e ¹,á+Σ+náá+hè,a ⁵ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang263,ne,3.pl.3.pl.nfut.aff,ń̩-n̥é-náː-hè,ń̩Σnááhè,n̩ ⁵ Σ n aa ⁵ h e ¹,ń̩+Σ+náá+hè,n̩ ⁵ + Σ + n aa ⁵ + h e ¹,,morphophon,,,Konnerth2025Monsang,nopage,monsang
monsang264,kar,1.sg.nfut.neg,kàr-máː-ŋ,Σmááŋ,Σ m aa ⁵ ŋ,Σ+máá+ŋ,Σ + m aa ⁵ + ŋ,,tone_alt_stem,,,Konnerth2025Monsang,nopage,monsang
